GEM unit/phase ID,GEM location ID,Country/Area,Wiki URL,Plant name,Unit name,Plant name (other),Plant name (local),Owner,Owner GEM Entity ID,Parent,Parent GEM Entity ID,Capacity (MW),Status,Start year,Retired year,Planned retirement,Combustion technology,Coal type,Coal source,Conversion to (fuel),Conversion to (GEM unit ID),Alternate Fuel,Location,"Local area (taluk, county)","Major area (prefecture, district)","Subnational unit (province, state)",Subregion,Region,Latitude,Longitude,Location accuracy,Permits,Permit Date,Permit Parsed,Captive,Captive industry use,Captive residential use,China Capacity Payment Recipient,CHP,Plant age (years),Capacity factor,Heat rate (Btu per kWh),Emission factor (kg of CO2 per TJ),Annual CO2 (million tonnes / annum),Remaining plant lifetime (years),Lifetime CO2 (million tonnes),province_norm,zone,est_generation_MWh,emis_intensity_t_per_MWh
G100000109705,L100000102808,Indonesia,https://www.gem.wiki/Sumsel-7_power_station,Sumsel-7 power station,Unit 2,,,PT Madhucon Sriwajaya Power [100%],E100000120802 [100%],Madhucon Infra Ltd; Madhucon Projects Ltd; Madhucon Sugar & Power Industries Ltd; PT Madhucon Indonesia,E100002007618; E100000120801; E100002007619; E100002007620,150.0,cancelled,,,,subcritical,unknown,,,,,,Keluang,Musi Banyuasin,South Sumatra,South-eastern Asia,Asia,-2.604,103.914,approximate,,,,,,,,,0,0.55,10442.4,96100,0.76520274295806,35,26.7820960035321,Sumatera Selatan,Sumatra,722700.0,1.0588110460191782
G100000109706,L100000102781,Indonesia,https://www.gem.wiki/Sumut-1_power_station,Sumut-1 power station,Unit 1,"Medan Project, 印尼棉兰工业园电厂",,PT Mabar Elektrindo [100%],E100000121038 [100%],Oceanwide Holdings Co Ltd [60.0%]; Power Construction Corporation of China Ltd [20.0%]; PT Garda Sayap Garuda [20.0%],E100000120950 [60.0%]; E100000000247 [20.0%]; E100000121015 [20.0%],150.0,shelved,2028.0,,,subcritical,unknown,,,,,Paruh Kurau,,Deli Serdang,North Sumatra,South-eastern Asia,Asia,3.78025,98.63694,exact,,,,,,,,,0,0.55,10442.4,96100,0.76520274295806,35,26.7820960035321,Sumatera Utara,Sumatra,722700.0,1.0588110460191782
G100000109707,L100000102781,Indonesia,https://www.gem.wiki/Sumut-1_power_station,Sumut-1 power station,Unit 2,"Medan Project, 印尼棉兰工业园电厂",,PT Mabar Elektrindo [100%],E100000121038 [100%],Oceanwide Holdings Co Ltd [60.0%]; Power Construction Corporation of China Ltd [20.0%]; PT Garda Sayap Garuda [20.0%],E100000120950 [60.0%]; E100000000247 [20.0%]; E100000121015 [20.0%],150.0,shelved,2028.0,,,subcritical,unknown,,,,,Paruh Kurau,,Deli Serdang,North Sumatra,South-eastern Asia,Asia,3.78025,98.63694,exact,,,,,,,,,0,0.55,10442.4,96100,0.76520274295806,35,26.7820960035321,Sumatera Utara,Sumatra,722700.0,1.0588110460191782
G100000109790,L100000102785,Indonesia,https://www.gem.wiki/Tabalong_power_station,Tabalong power station,Unit 1,Kalsel FTP2,,PT Tanjung Power Indonesia [100%],E100000121078 [100%],PT Alamtri Resources Indonesia Tbk [65.0%]; Korea Electric Power Corp [35.0%],E100001000782 [65.0%]; E100000000947 [35.0%],100.0,operating,2019.0,,,subcritical,lignite,mine-mouth,,,,Adaro's Tanjung coal mine,,Tabalong,South Kalimantan,South-eastern Asia,Asia,-2.163427,115.440814,exact,,,,,,,,,6,0.55,10442.4,101000,0.5361462160164001,29,15.5482402644756,Kalimantan Selatan,Kalimantan,481800.00000000006,1.1127982897808222
G100000109791,L100000102785,Indonesia,https://www.gem.wiki/Tabalong_power_station,Tabalong power station,Unit 2,Kalsel FTP2,,PT Tanjung Power Indonesia [100%],E100000121078 [100%],PT Alamtri Resources Indonesia Tbk [65.0%]; Korea Electric Power Corp [35.0%],E100001000782 [65.0%]; E100000000947 [35.0%],100.0,operating,2019.0,,,subcritical,lignite,mine-mouth,,,,Adaro's Tanjung coal mine,,Tabalong,South Kalimantan,South-eastern Asia,Asia,-2.163427,115.440814,exact,,,,,,,,,6,0.55,10442.4,101000,0.5361462160164001,29,15.5482402644756,Kalimantan Selatan,Kalimantan,481800.00000000006,1.1127982897808222
G100000109792,L100000102786,Indonesia,https://www.gem.wiki/Tabalong_Wisesa_power_station,Tabalong Wisesa power station,Unit 1,,,PT Makmur Sejahtera Wisesa [100%],E100000121039 [100%],PT Alamtri Resources Indonesia Tbk,E100001000782,30.0,operating,2013.0,,,CFB,unknown,mine-mouth,,,,Tanjung - Kab Tabalong,,,South Kalimantan,South-eastern Asia,Asia,-2.158586,115.445925,exact,,,,other metals & mining,,,,,12,0.55,11312.6,96100,0.165793927640913,23,3.813260335740999,Kalimantan Selatan,Kalimantan,144540.0,1.1470452998541096
G100000109793,L100000102786,Indonesia,https://www.gem.wiki/Tabalong_Wisesa_power_station,Tabalong Wisesa power station,Unit 2,,,PT Makmur Sejahtera Wisesa [100%],E100000121039 [100%],PT Alamtri Resources Indonesia Tbk,E100001000782,30.0,operating,2013.0,,,CFB,unknown,mine-mouth,,,,Tanjung - Kab Tabalong,,,South Kalimantan,South-eastern Asia,Asia,-2.158586,115.445925,exact,,,,other metals & mining,,,,,12,0.55,11312.6,96100,0.165793927640913,23,3.813260335740999,Kalimantan Selatan,Kalimantan,144540.0,1.1470452998541096
G100000109863,L100000102792,Indonesia,https://www.gem.wiki/Takalar_power_station,Takalar power station,Unit 1,"苏拉威西塔卡拉电厂, Punagaya FTP2, 塔卡拉燃煤电站, PLTU Jeneponto",,PT PLN (Persero) [100%],E100000000537 [100%],PT PLN (Persero) [100.0%],E100000000537 [100.0%],100.0,operating,2017.0,,,subcritical,unknown,,,,bioenergy,Punagaya,Bangkala,Jeneponto,South Sulawesi,South-eastern Asia,Asia,-5.623635,119.550822,exact,,,,,,,,,8,0.55,10442.4,96100,0.51013516197204,27,13.77364937324508,Sulawesi Selatan,Sulawesi,481800.00000000006,1.058811046019178
G100000109864,L100000102792,Indonesia,https://www.gem.wiki/Takalar_power_station,Takalar power station,Unit 2,"苏拉威西塔卡拉电厂, Punagaya FTP2, 塔卡拉燃煤电站, PLTU Jeneponto",,PT PLN (Persero) [100%],E100000000537 [100%],PT PLN (Persero) [100.0%],E100000000537 [100.0%],100.0,operating,2018.0,,,subcritical,unknown,,,,bioenergy,Punagaya,Bangkala,Jeneponto,South Sulawesi,South-eastern Asia,Asia,-5.623635,119.550822,exact,,,,,,,,,7,0.55,10442.4,96100,0.51013516197204,28,14.28378453521712,Sulawesi Selatan,Sulawesi,481800.00000000006,1.058811046019178
G100000109946,L100000102732,Indonesia,https://www.gem.wiki/Tanjung_Awar-Awar_power_station,Tanjung Awar-Awar power station,Unit 1,,,PT PLN (Persero) [100%],E100000000537 [100%],PT PLN (Persero) [100.0%],E100000000537 [100.0%],350.0,operating,2012.0,,,subcritical,subbituminous,,,,bioenergy,Wadung,Jenu,Tuban,East Java,South-eastern Asia,Asia,-6.810524,111.995503,exact,,,,,,,,,13,0.55,10442.4,96100,1.785473066902141,22,39.28040747184709,Jawa Timur,Jawa-Madura-Bali,1686300.0000000002,1.0588110460191786
G100000109947,L100000102732,Indonesia,https://www.gem.wiki/Tanjung_Awar-Awar_power_station,Tanjung Awar-Awar power station,Unit 2,,,PT PLN (Persero) [100%],E100000000537 [100%],PT PLN (Persero) [100.0%],E100000000537 [100.0%],350.0,operating,2013.0,,,subcritical,subbituminous,,,,bioenergy,Wadung,Jenu,Tuban,East Java,South-eastern Asia,Asia,-6.810524,111.995503,exact,,,,,,,,,12,0.55,10442.4,96100,1.785473066902141,23,41.06588053874923,Jawa Timur,Jawa-Madura-Bali,1686300.0000000002,1.0588110460191786
G100000109954,L100000102822,Indonesia,https://www.gem.wiki/Tanjung_Jati_A_power_station,Tanjung Jati A power station,Unit 1,"PLTU Jawa-3, 坦竣A电站",,PT Tanjung Jati Power Co; PT Bakrie Power,E100000121076; E100000186020,PT Bakrie & Brothers Tbk; unknown; YTL Power International Bhd,E100001015677; E100000132388; E100000004351,660.0,cancelled,2025.0,,,unknown,subbituminous,,,,,Pengarengan,Pangenan,Cirebon,West Java,South-eastern Asia,Asia,-6.768519,108.6451913,exact,,,,,,,,,0,0.55,8605.0,96100,2.77446815424405,35,97.10638539854176,Jawa Barat,Jawa-Madura-Bali,3179880.0000000005,0.8725071871404108
G100000109955,L100000102822,Indonesia,https://www.gem.wiki/Tanjung_Jati_A_power_station,Tanjung Jati A power station,Unit 2,"PLTU Jawa-3, 坦竣A电站",,PT Tanjung Jati Power Co; PT Bakrie Power,E100000121076; E100000186020,PT Bakrie & Brothers Tbk; unknown; YTL Power International Bhd,E100001015677; E100000132388; E100000004351,660.0,cancelled,2026.0,,,unknown,subbituminous,,,,,,,Cirebon,West Java,South-eastern Asia,Asia,-6.768519,108.6451913,exact,,,,,,,,,0,0.55,8605.0,96100,2.77446815424405,35,97.10638539854176,Jawa Barat,Jawa-Madura-Bali,3179880.0000000005,0.8725071871404108
G100000109960,L100000102714,Indonesia,https://www.gem.wiki/Tanjung_Jati_B_power_station,Tanjung Jati B power station,Unit 1,坦竣B电站,,PT Central Java Power [100%],E100000121007 [100%],Sumitomo Corp,E100000000657,660.0,operating,2006.0,,,subcritical,bituminous,,,,,Tanjung Jati,Kembang,Jepara,Central Java,South-eastern Asia,Asia,-6.4447822,110.743491,exact,,,,,,,,,19,0.55,9572.2,94600,3.038144196165013,16,48.61030713864021,Jawa Tengah,Jawa-Madura-Bali,3179880.0000000005,0.9554273105164386
G100000109961,L100000102714,Indonesia,https://www.gem.wiki/Tanjung_Jati_B_power_station,Tanjung Jati B power station,Unit 2,坦竣B电站,,PT Central Java Power [100%],E100000121007 [100%],Sumitomo Corp,E100000000657,660.0,operating,2006.0,,,subcritical,bituminous,,,,,Tanjung Jati,Kembang,Jepara,Central Java,South-eastern Asia,Asia,-6.4447822,110.743491,exact,,,,,,,,,19,0.55,9572.2,94600,3.038144196165013,16,48.61030713864021,Jawa Tengah,Jawa-Madura-Bali,3179880.0000000005,0.9554273105164386
G100000109956,L100000102714,Indonesia,https://www.gem.wiki/Tanjung_Jati_B_power_station,Tanjung Jati B power station,Unit 3,坦竣B电站,,PT Central Java Power [100%],E100000121007 [100%],Sumitomo Corp,E100000000657,660.0,operating,2011.0,,,subcritical,bituminous,,,,,Tanjung Jati,Kembang,Jepara,Central Java,South-eastern Asia,Asia,-6.446,110.7423,exact,,,,,,,,,14,0.55,9572.2,94600,3.038144196165013,21,63.80102811946527,Jawa Tengah,Jawa-Madura-Bali,3179880.0000000005,0.9554273105164386
G100000109957,L100000102714,Indonesia,https://www.gem.wiki/Tanjung_Jati_B_power_station,Tanjung Jati B power station,Unit 4,坦竣B电站,,PT Central Java Power [100%],E100000121007 [100%],Sumitomo Corp,E100000000657,660.0,operating,2012.0,,,subcritical,bituminous,,,,,Tanjung Jati,Kembang,Jepara,Central Java,South-eastern Asia,Asia,-6.446,110.7423,exact,,,,,,,,,13,0.55,9572.2,94600,3.038144196165013,22,66.8391723156303,Jawa Tengah,Jawa-Madura-Bali,3179880.0000000005,0.9554273105164386
G100000109958,L100000102714,Indonesia,https://www.gem.wiki/Tanjung_Jati_B_power_station,Tanjung Jati B power station,Unit 5,坦竣B电站,,PT Bhumi Jati Power [100%],E100000120996 [100%],Kansai Electric Power Co; PT United Tractors Tbk; Sumitomo Corp,E100000000646; E100001000710; E100000000657,1000.0,operating,2022.0,,2047.0,ultra-supercritical,subbituminous,,,,,Tanjung Jati,Kembang,Jepara,Central Java,South-eastern Asia,Asia,-6.446488,110.742359,exact,,,,,,,,,3,0.55,8272.0,96100,4.041061499112001,22,88.903352980464,Jawa Tengah,Jawa-Madura-Bali,4818000.0,0.8387425278356165
G100000109959,L100000102714,Indonesia,https://www.gem.wiki/Tanjung_Jati_B_power_station,Tanjung Jati B power station,Unit 6,坦竣B电站,,PT Bhumi Jati Power [100%],E100000120996 [100%],Kansai Electric Power Co; PT United Tractors Tbk; Sumitomo Corp,E100000000646; E100001000710; E100000000657,1000.0,operating,2022.0,,2047.0,ultra-supercritical,subbituminous,,,,,Tanjung Jati,Kembang,Jepara,Central Java,South-eastern Asia,Asia,-6.446488,110.742359,exact,,,,,,,,,3,0.55,8272.0,96100,4.041061499112001,22,88.903352980464,Jawa Tengah,Jawa-Madura-Bali,4818000.0,0.8387425278356165
G100000109962,L100000102782,Indonesia,https://www.gem.wiki/Tanjung_Kasam_power_station,Tanjung Kasam power station,Unit 1,华电巴淡岛JTK电站,,PT Tanjung Kasam Power [100%],E100000121077 [100%],PT Petra Unggul Sejahtera [90.0%]; PT PLN (Persero) [10.0%],E100000121058 [90.0%]; E100000000537 [10.0%],65.0,operating,2012.0,,,subcritical,subbituminous,,,,,Telaga Punggur - Pulau Batam,Nongsa,Batam,Riau Islands,South-eastern Asia,Asia,1.044137,104.135714,exact,,,,,,,,,13,0.55,11312.6,96100,0.3592201765553115,22,7.902843884216852,Kepulauan Riau,Sumatra,313170.0,1.1470452998541096
G100000109963,L100000102782,Indonesia,https://www.gem.wiki/Tanjung_Kasam_power_station,Tanjung Kasam power station,Unit 2,华电巴淡岛JTK电站,,PT Tanjung Kasam Power [100%],E100000121077 [100%],PT Petra Unggul Sejahtera [90.0%]; PT PLN (Persero) [10.0%],E100000121058 [90.0%]; E100000000537 [10.0%],65.0,operating,2012.0,,,subcritical,subbituminous,,,,,Telaga Punggur - Pulau Batam,Nongsa,Batam,Riau Islands,South-eastern Asia,Asia,1.044137,104.135714,exact,,,,,,,,,13,0.55,11312.6,96100,0.3592201765553115,22,7.902843884216852,Kepulauan Riau,Sumatra,313170.0,1.1470452998541096
G100000109964,L100000102772,Indonesia,https://www.gem.wiki/Tanjung_Pasir_power_station,Tanjung Pasir power station,Unit 1,,,PT PLN (Persero) [100%],E100000000537 [100%],PT PLN (Persero) [100.0%],E100000000537 [100.0%],200.0,cancelled,,,,subcritical,unknown,,,,,,Pangkalan Susu,Langkat,North Sumatra,South-eastern Asia,Asia,4.110192,98.219131,approximate,,,,,,,,,0,0.55,10442.4,96100,1.02027032394408,35,35.7094613380428,Sumatera Utara,Sumatra,963600.0000000001,1.058811046019178
G100000109965,L100000102772,Indonesia,https://www.gem.wiki/Tanjung_Pasir_power_station,Tanjung Pasir power station,Unit 2,,,PT PLN (Persero) [100%],E100000000537 [100%],PT PLN (Persero) [100.0%],E100000000537 [100.0%],200.0,cancelled,,,,subcritical,unknown,,,,,,Pangkalan Susu,Langkat,North Sumatra,South-eastern Asia,Asia,4.110192,98.219131,approximate,,,,,,,,,0,0.55,10442.4,96100,1.02027032394408,35,35.7094613380428,Sumatera Utara,Sumatra,963600.0000000001,1.058811046019178
G100000109971,L100000102756,Indonesia,https://www.gem.wiki/Tarahan_power_station,Tarahan power station,Unit 3,楠榜达拉汉电站（达拉汗）,,PT PLN (Persero) [100%],E100000000537 [100%],PT PLN (Persero) [100.0%],E100000000537 [100.0%],100.0,operating,2008.0,,,subcritical,unknown,,,,bioenergy,,Katibung,Lampung Selatan,Lampung,South-eastern Asia,Asia,-5.521207,105.353477,exact,,,,,,,,,17,0.55,11312.6,96100,0.5526464254697101,18,9.947635658454782,Lampung,Sumatra,481800.00000000006,1.1470452998541099
G100000109972,L100000102756,Indonesia,https://www.gem.wiki/Tarahan_power_station,Tarahan power station,Unit 4,楠榜达拉汉电站（达拉汗）,,PT PLN (Persero) [100%],E100000000537 [100%],PT PLN (Persero) [100.0%],E100000000537 [100.0%],100.0,operating,2007.0,,,subcritical,unknown,,,,bioenergy,,Katibung,Lampung Selatan,Lampung,South-eastern Asia,Asia,-5.521207,105.353477,exact,,,,,,,,,18,0.55,11312.6,96100,0.5526464254697101,17,9.394989232985072,Lampung,Sumatra,481800.00000000006,1.1470452998541099
G100000114353,L100000102756,Indonesia,https://www.gem.wiki/Tarahan_power_station,Tarahan power station,Unit 5,楠榜达拉汉电站（达拉汗）,,PT PLN (Persero) [100%],E100000000537 [100%],PT PLN (Persero) [100.0%],E100000000537 [100.0%],300.0,cancelled,2022.0,,,subcritical,unknown,,,,,,Katibung,Lampung Selatan,Lampung,South-eastern Asia,Asia,-5.521207,105.353477,exact,,,,,,,,,0,0.55,9572.2,96100,1.40287169542311,35,49.10050933980885,Lampung,Sumatra,1445400.0,0.9705767921842465
G100000109973,L100000102758,Indonesia,https://www.gem.wiki/Tarakan_power_station,Tarakan power station,--,,,PT PLN (Persero) [100%],E100000000537 [100%],PT PLN (Persero) [100.0%],E100000000537 [100.0%],200.0,cancelled,,,,subcritical,unknown,,,,,Tarakan,,,North Kalimantan,South-eastern Asia,Asia,3.3,117.633333,approximate,,,,,,,,,0,0.55,10442.4,96100,1.02027032394408,35,35.7094613380428,Kalimantan Utara,Kalimantan,963600.0000000001,1.058811046019178
G100000109998,L100000102835,Indonesia,https://www.gem.wiki/Teluk_Sirih_power_station,Teluk Sirih power station,Unit 1,西苏电站,,PT PLN (Persero) [100%],E100000000537 [100%],PT PLN (Persero) [100.0%],E100000000537 [100.0%],112.0,operating,2013.0,,2060.0,CFB,unknown,,,,bioenergy,,Bungus Teluk Kabung,Padang,West Sumatra,South-eastern Asia,Asia,-1.07655,100.3724,exact,,,,,,,,,12,0.55,11312.6,96100,0.6189639965260753,35,21.66373987841263,Sumatera Barat,Sumatra,539616.0000000001,1.1470452998541094
G100000109999,L100000102835,Indonesia,https://www.gem.wiki/Teluk_Sirih_power_station,Teluk Sirih power station,Unit 2,西苏电站,,PT PLN (Persero) [100%],E100000000537 [100%],PT PLN (Persero) [100.0%],E100000000537 [100.0%],112.0,operating,2013.0,,2060.0,CFB,unknown,,,,bioenergy,,Bungus Teluk Kabung,Padang,West Sumatra,South-eastern Asia,Asia,-1.07655,100.3724,exact,,,,,,,,,12,0.55,11312.6,96100,0.6189639965260753,35,21.66373987841263,Sumatera Barat,Sumatra,539616.0000000001,1.1470452998541094
G100000110175,L100000102809,Indonesia,https://www.gem.wiki/Timah_South_Sumatra_power_station,Timah South Sumatra power station,Unit 1,,,PT Timah Tbk [100%],E100001000922 [100%],PT Timah Tbk [100.0%],E100001000922 [100.0%],150.0,cancelled,,,,subcritical,unknown,,,,,,Gunung Megang District,Muara Enim,South Sumatra,South-eastern Asia,Asia,-3.539482,103.754844,approximate,,,,,,,,,0,0.55,10442.4,96100,0.76520274295806,35,26.7820960035321,Sumatera Selatan,Sumatra,722700.0,1.0588110460191782
G100000110176,L100000102809,Indonesia,https://www.gem.wiki/Timah_South_Sumatra_power_station,Timah South Sumatra power station,Unit 2,,,PT Timah Tbk [100%],E100001000922 [100%],PT Timah Tbk [100.0%],E100001000922 [100.0%],150.0,cancelled,,,,subcritical,unknown,,,,,,Gunung Megang District,Muara Enim,South Sumatra,South-eastern Asia,Asia,-3.539482,103.754844,approximate,,,,,,,,,0,0.55,10442.4,96100,0.76520274295806,35,26.7820960035321,Sumatera Selatan,Sumatra,722700.0,1.0588110460191782
G100000110178,L100000102740,Indonesia,https://www.gem.wiki/Timor-1_power_station,Timor-1 power station,Unit 1,,,PT PLN (Persero) [100%],E100000000537 [100%],PT PLN (Persero) [100.0%],E100000000537 [100.0%],50.0,operating,2024.0,,,subcritical,unknown,,,,,Lifuleo,West Kupang,Kupang,East Nusa Tenggara,South-eastern Asia,Asia,-10.351964,123.459882,exact,,,,,,,,,1,0.55,10442.4,96100,0.25506758098602,34,8.67229775352468,East Nusa Tenggara,,240900.00000000003,1.058811046019178
G100000110179,L100000102740,Indonesia,https://www.gem.wiki/Timor-1_power_station,Timor-1 power station,Unit 2,,,PT PLN (Persero) [100%],E100000000537 [100%],PT PLN (Persero) [100.0%],E100000000537 [100.0%],50.0,operating,2024.0,,,subcritical,unknown,,,,,Lifuleo,West Kupang,Kupang,East Nusa Tenggara,South-eastern Asia,Asia,-10.351964,123.459882,exact,,,,,,,,,1,0.55,10442.4,96100,0.25506758098602,34,8.67229775352468,East Nusa Tenggara,,240900.00000000003,1.058811046019178
G100000110180,L100000102741,Indonesia,https://www.gem.wiki/Timor-2_power_station,Timor-2 power station,Unit 1,,,to be determined [100%],E100000121374 [100%],to be determined [100.0%],E100000121374 [100.0%],50.0,cancelled,2026.0,,,subcritical,unknown,,,,,,,,East Nusa Tenggara,South-eastern Asia,Asia,-10.357382,123.45931,approximate,,,,,,,,,0,0.55,10442.4,96100,0.25506758098602,35,8.9273653345107,East Nusa Tenggara,,240900.00000000003,1.058811046019178
G100000110181,L100000102741,Indonesia,https://www.gem.wiki/Timor-2_power_station,Timor-2 power station,Unit 2,,,to be determined [100%],E100000121374 [100%],to be determined [100.0%],E100000121374 [100.0%],50.0,cancelled,,,,subcritical,unknown,,,,,,,,East Nusa Tenggara,South-eastern Asia,Asia,-10.357382,123.45931,approximate,,,,,,,,,0,0.55,10442.4,96100,0.25506758098602,35,8.9273653345107,East Nusa Tenggara,,240900.00000000003,1.058811046019178
G100000114980,L100000104805,Indonesia,https://www.gem.wiki/Tjiwi_Kimia_Paper_Mill_power_station,Tjiwi Kimia Paper Mill power station,Unit 1,Mojokerto,,PT Pabrik Kertas Tjiwi Kimia Tbk [100%],E100000121051 [100%],PT Pabrik Kertas Tjiwi Kimia Tbk [100.0%],E100000121051 [100.0%],35.0,operating,1992.0,,,subcritical,unknown,,,,,Mliriprowo,,,East Java,South-eastern Asia,Asia,-7.436835,112.468802,exact,,,,pulp & paper,power,,,,33,0.55,12617.9,96100,0.2157446622506753,2,0.4314893245013506,Jawa Timur,Jawa-Madura-Bali,168630.0,1.2793966806065071
G100000114981,L100000104805,Indonesia,https://www.gem.wiki/Tjiwi_Kimia_Paper_Mill_power_station,Tjiwi Kimia Paper Mill power station,Unit 2,Mojokerto,,PT Pabrik Kertas Tjiwi Kimia Tbk [100%],E100000121051 [100%],PT Pabrik Kertas Tjiwi Kimia Tbk [100.0%],E100000121051 [100.0%],35.0,operating,1993.0,,,subcritical,unknown,,,,,Mliriprowo,,,East Java,South-eastern Asia,Asia,-7.436835,112.468802,exact,,,,pulp & paper,power,,,,32,0.55,12617.9,96100,0.2157446622506753,3,0.6472339867520259,Jawa Timur,Jawa-Madura-Bali,168630.0,1.2793966806065071
G100000114982,L100000104805,Indonesia,https://www.gem.wiki/Tjiwi_Kimia_Paper_Mill_power_station,Tjiwi Kimia Paper Mill power station,Unit 3,Mojokerto,,PT Pabrik Kertas Tjiwi Kimia Tbk [100%],E100000121051 [100%],PT Pabrik Kertas Tjiwi Kimia Tbk [100.0%],E100000121051 [100.0%],70.0,operating,1996.0,,,unknown,unknown,,,,,Mliriprowo,,,East Java,South-eastern Asia,Asia,-7.436835,112.468802,exact,,,,pulp & paper,power,,,,29,0.55,12047.0,96100,0.4119664835089651,6,2.471798901053791,Jawa Timur,Jawa-Madura-Bali,337260.0,1.2215100619965755
